moisture,temp,humidity,rainfall,time_of_day,pump
19.5,33.2,48.0,1,20,0
31.3,34.2,51.8,1,15,0
9.2,28.6,51.4,0,16,1
32.1,31.7,47.8,0,6,0
15.3,31.4,55.1,0,1,1
30.8,29.8,49.4,1,13,0
25.1,41.2,56.0,1,17,0
17.4,28.9,40.1,0,11,1
21.7,36.0,52.9,0,16,1
30.5,30.4,44.0,0,5,0
25.8,27.7,48.6,1,4,0
29.7,32.4,56.4,0,20,0
40.8,34.6,39.0,0,20,0
12.5,35.7,46.8,0,21,1
37.9,38.2,60.7,0,6,0
25.8,43.8,40.9,0,17,0
17.8,33.0,72.8,1,19,0
14.4,29.3,67.0,0,10,1
23.5,33.8,50.1,0,4,0
32.4,30.9,47.1,0,5,0
24.0,35.7,57.0,0,6,0
37.1,26.8,40.5,0,2,0
13.4,41.5,35.0,0,2,1
24.9,35.4,50.4,1,1,0
15.0,25.3,53.7,1,19,0
27.9,29.2,55.9,0,3,0
32.1,35.3,48.9,0,4,0
21.6,36.7,67.7,0,1,1
5.0,26.9,40.0,1,15,0
26.6,34.9,43.6,1,11,0
28.5,24.2,59.9,0,14,0
28.2,31.6,43.4,0,3,0
34.9,36.4,43.0,0,2,0
16.4,29.8,56.2,0,13,1
30.4,26.0,44.5,0,12,0
34.5,32.6,53.7,0,5,0
10.8,29.6,48.0,0,3,1
27.6,34.5,46.4,0,0,0
21.0,28.5,34.0,1,2,0
24.3,28.9,56.4,0,23,0
27.8,23.9,42.5,1,11,0
21.1,32.7,53.3,0,2,1
19.6,31.4,49.9,0,22,1
25.3,27.2,52.9,0,17,0
16.3,32.8,53.5,0,13,1
16.3,36.1,56.9,0,4,1
30.4,31.1,47.7,0,22,0
15.8,33.1,67.4,0,0,1
30.3,33.1,36.5,1,13,0
28.7,27.2,52.7,0,11,0
11.2,40.2,63.4,0,0,1
19.6,30.1,59.8,1,23,0
34.6,34.6,45.3,1,1,0
17.2,35.1,46.9,0,11,1
21.3,31.4,44.9,0,12,1
28.7,34.4,61.0,0,19,0
31.3,33.0,47.6,0,14,0
23.0,26.3,57.6,0,15,0
20.2,30.7,57.6,0,18,1
36.4,29.5,78.7,1,4,0
38.9,30.2,58.1,0,1,0
32.8,26.8,46.9,0,5,0
25.7,36.5,40.4,0,7,0
18.5,38.4,52.2,0,20,1
18.4,35.9,53.8,0,6,1
29.2,37.1,32.9,0,20,0
28.3,30.6,47.9,0,12,0
36.2,29.5,58.0,1,5,0
30.2,28.9,49.7,0,8,0
13.0,34.6,64.7,0,11,1
33.4,32.9,39.4,1,9,0
17.0,31.7,61.8,1,10,0
21.9,37.2,64.1,0,0,1
27.0,33.6,64.6,1,9,0
41.0,28.6,39.3,0,15,0
49.9,29.3,58.1,0,18,0
29.9,34.7,48.3,0,9,0
23.5,36.2,40.9,0,14,0
29.3,34.2,50.9,0,13,0
32.1,39.6,46.0,0,2,0
22.4,38.5,64.2,1,3,0
39.4,33.8,60.1,0,7,0
26.8,28.6,43.5,0,0,0
29.0,26.8,47.8,0,19,0
30.3,30.5,51.2,1,14,0
28.4,35.0,54.3,1,6,0
31.7,39.3,65.1,0,11,0
20.1,33.7,61.9,1,2,0
20.5,36.7,55.5,1,22,0
16.2,31.0,52.4,1,4,0
28.5,34.5,37.3,0,7,0
31.2,35.3,67.9,0,10,0
28.7,24.1,50.5,0,18,0
38.4,30.3,70.5,1,11,0
25.0,35.8,57.0,1,19,0
30.3,33.1,75.3,1,6,0
16.3,27.2,61.1,0,13,1
21.9,22.3,40.7,0,1,1
30.6,30.5,48.9,0,21,0
31.8,31.7,53.3,0,11,0
22.6,28.5,46.3,0,8,0
24.4,32.6,51.2,0,21,0
12.9,34.0,41.3,1,11,0
22.1,34.7,55.1,0,5,0
32.1,22.6,57.4,1,5,0
29.6,26.7,45.0,0,21,0
29.0,30.8,74.4,0,18,0
25.4,34.3,55.6,0,19,0
25.1,34.0,46.8,1,5,0
19.7,33.9,38.7,1,16,0
30.6,30.5,55.6,0,16,0
28.4,30.7,52.4,0,22,0
28.9,29.1,62.8,0,16,0
20.8,35.1,53.6,0,20,1
7.8,28.3,43.1,0,9,1
33.8,35.4,71.7,0,10,0
21.2,32.8,59.4,0,7,1
18.1,31.8,52.5,0,21,1
30.5,29.4,56.6,1,13,0
21.9,26.6,59.7,0,18,1
33.5,29.4,40.7,1,17,0
29.9,30.7,56.6,0,14,0
30.5,22.5,50.5,0,17,0
14.1,31.2,60.1,0,19,1
34.7,35.7,47.6,0,16,0
27.1,34.3,49.0,1,4,0
22.0,30.0,71.6,1,3,0
26.1,32.2,67.3,1,10,0
10.8,29.8,22.0,0,15,1
28.3,32.6,66.6,1,6,0
16.8,38.2,54.3,0,15,1
14.2,35.9,47.9,0,5,1
12.8,34.1,44.9,0,19,1
33.9,30.0,45.5,0,9,0
20.0,35.0,48.2,0,10,1
37.3,25.3,43.7,0,14,0
20.7,31.0,41.5,0,11,1
11.3,34.3,44.6,0,22,1
16.1,35.0,58.2,0,15,1
34.9,34.7,55.5,0,22,0
23.8,33.2,60.6,0,17,0
20.6,31.2,54.3,0,6,1
26.3,34.2,41.9,1,13,0
29.0,28.2,59.9,0,8,0
33.9,28.6,45.0,0,21,0
36.6,32.2,61.5,1,5,0
22.1,32.7,43.3,0,10,0
14.4,24.7,48.1,1,12,0
21.7,33.8,51.4,0,21,1
27.1,35.1,61.7,0,17,0
17.3,31.7,56.8,0,11,1
17.3,41.5,55.2,0,5,1
27.8,29.3,73.9,0,21,0
24.6,30.6,36.6,0,8,0
25.3,30.4,44.6,0,17,0
18.9,31.7,44.2,0,20,1
23.2,30.7,37.3,1,14,0
17.6,26.4,47.8,1,8,0
32.1,29.8,61.9,0,9,0
33.3,31.6,49.1,0,1,0
10.2,36.9,51.7,0,13,1
17.6,40.8,37.8,0,20,1
13.0,37.3,47.0,1,10,0
19.8,28.9,50.4,0,12,1
24.3,29.2,61.4,1,1,0
13.4,31.4,38.3,1,20,0
17.6,39.1,50.4,1,6,0
17.0,31.3,65.9,0,14,1
26.7,26.7,50.5,1,6,0
25.6,30.0,33.8,1,11,0
19.2,35.0,67.8,1,6,0
26.4,34.8,62.3,0,4,0
20.6,31.2,63.7,0,14,1
22.8,34.7,37.6,0,6,0
38.4,22.9,70.1,1,21,0
35.7,32.4,47.3,1,22,0
14.6,35.4,49.9,0,20,1
31.6,28.7,48.0,1,1,0
31.5,28.7,64.5,1,1,0
15.8,24.5,53.2,0,18,1
31.6,38.4,59.8,0,8,0
37.3,29.1,55.8,0,1,0
16.0,33.0,54.0,1,13,0
17.7,34.4,45.5,0,14,1
33.1,38.0,73.1,0,23,0
27.2,31.4,40.4,0,11,0
29.4,29.8,59.1,0,18,0
27.7,32.7,58.8,0,14,0
28.1,37.1,66.5,0,5,0
14.4,31.3,68.9,0,9,1
33.4,28.2,53.6,0,9,0
34.4,25.8,60.3,0,2,0
23.2,27.1,72.6,0,8,0
24.7,35.5,54.3,0,22,0
12.8,30.7,44.3,0,4,1
29.1,29.6,51.2,0,23,0
29.6,29.1,42.0,0,21,0
24.5,32.3,58.7,1,6,0
34.0,31.0,65.6,0,18,0
22.3,30.9,53.8,0,9,0
29.5,37.4,38.8,1,10,0
16.8,38.2,65.2,0,5,1
24.8,25.6,37.2,0,18,0
23.6,33.3,39.5,0,6,0
26.8,28.9,53.2,1,15,0
22.0,31.0,57.5,1,21,0
23.9,33.2,59.2,0,11,0
31.6,31.1,54.3,0,23,0
21.5,32.9,72.6,0,23,1
12.1,34.7,55.7,0,21,1
39.0,33.2,65.3,1,17,0
36.1,29.4,62.9,0,13,0
14.7,29.5,42.1,0,15,1
30.5,26.2,53.3,1,5,0
21.0,28.6,76.2,0,0,1
27.1,39.8,50.0,0,12,0
27.4,28.8,48.3,0,5,0
23.1,27.2,56.7,0,5,0
18.7,33.3,50.3,1,5,0
19.5,31.6,47.1,0,11,1
17.7,31.2,50.2,0,8,1
18.3,37.6,69.3,0,19,1
24.5,34.2,53.6,0,6,0
19.3,29.9,41.7,0,2,1
30.5,30.3,39.9,0,23,0
36.9,30.0,77.1,1,14,0
20.4,35.5,52.8,1,1,0
26.9,30.8,59.3,0,17,0
29.0,24.8,47.3,0,20,0
28.8,31.8,58.2,0,0,0
25.6,25.9,69.6,0,0,0
30.9,40.7,48.5,1,10,0
28.9,28.1,59.6,1,2,0
15.1,31.4,40.9,1,21,0
32.0,33.0,75.2,1,9,0
32.1,30.8,57.7,0,11,0
18.9,30.8,50.9,0,5,1
25.3,33.7,52.0,1,23,0
30.5,38.1,49.9,1,6,0
23.3,35.1,50.4,1,16,0
33.6,37.9,30.5,0,16,0
43.9,27.8,54.0,0,3,0
18.7,33.3,53.6,0,0,1
14.0,32.6,59.9,0,0,1
27.4,33.4,49.8,0,16,0
30.8,37.5,47.3,1,10,0
23.2,31.1,54.9,1,2,0
36.6,30.4,38.9,1,9,0
14.3,34.1,56.4,0,1,1
30.5,24.9,36.4,0,15,0
20.2,31.1,66.2,0,15,1
38.8,31.5,61.8,0,7,0
40.9,28.3,45.7,0,6,0
18.9,36.2,61.6,1,9,0
20.6,27.8,56.1,0,23,1
31.9,31.5,44.9,0,3,0
21.9,33.2,34.8,0,8,1
24.6,37.4,58.2,1,4,0
25.2,32.0,47.1,1,6,0
9.6,35.7,65.9,1,3,0
24.9,34.8,55.1,1,0,0
19.5,32.5,48.0,0,11,1
21.1,27.6,73.0,1,15,0
36.5,26.3,60.8,0,15,0
14.9,32.4,20.0,0,7,1
31.5,29.8,50.1,0,12,0
22.8,35.7,41.2,1,8,0
22.8,35.0,47.0,1,9,0
31.3,31.3,53.6,0,7,0
27.7,27.4,58.5,0,0,0
29.6,34.0,57.6,1,2,0
32.7,27.9,65.8,0,4,0
22.3,29.0,61.4,1,6,0
20.1,28.1,60.7,0,15,1
16.3,31.4,57.0,0,7,1
18.4,36.7,67.9,0,0,1
48.6,32.0,51.8,0,20,0
35.0,30.2,52.1,1,2,0
14.2,25.9,35.9,1,22,0
14.4,34.2,65.6,0,5,1
28.9,28.9,54.2,1,11,0
29.4,32.5,84.3,0,14,0
29.4,30.6,50.9,0,16,0
23.0,35.4,55.9,0,17,0
24.0,31.4,60.5,0,20,0
27.6,31.8,44.0,0,20,0
25.7,33.9,58.6,0,16,0
7.2,40.4,55.3,1,11,0
23.2,35.6,52.0,0,15,0
18.2,31.6,66.7,0,11,1
26.4,32.0,46.0,0,3,0
48.9,29.9,57.7,0,8,0
27.9,28.2,69.5,0,14,0
22.5,29.8,47.9,0,4,0
32.4,28.9,52.0,0,22,0
28.9,34.6,78.5,0,10,0
28.4,27.7,59.7,0,17,0
29.9,37.3,49.9,0,0,0
41.5,35.0,63.0,0,15,0
16.0,32.1,49.3,0,17,1
28.8,32.0,39.4,0,12,0
17.6,29.8,68.7,0,19,1
29.4,33.1,44.0,0,15,0
17.7,36.4,79.5,0,21,1
21.7,29.2,50.1,0,15,1
22.6,25.9,76.3,1,2,0
32.8,34.8,41.3,0,17,0
32.3,33.3,65.3,0,22,0
15.0,27.5,60.0,0,23,1
25.4,29.1,63.4,1,10,0
19.3,28.6,64.7,1,12,0
14.9,29.1,50.0,0,23,1
23.3,30.7,41.9,0,1,0
22.5,30.9,54.5,0,2,0
44.4,29.4,57.2,0,0,0
28.5,29.0,50.3,0,0,0
14.0,31.1,57.8,0,14,1
20.5,32.7,58.3,0,21,1
33.2,30.7,45.9,0,2,0
41.7,36.6,58.9,0,3,0
12.3,34.0,52.3,1,11,0
10.0,25.6,48.0,0,23,1
40.0,34.1,62.9,0,20,0
28.1,34.4,47.2,0,11,0
18.1,30.3,50.4,0,13,1
29.3,26.0,55.7,1,10,0
5.0,32.0,68.7,0,5,1
25.0,32.0,56.9,0,13,0
27.6,27.5,60.3,0,1,0
32.4,26.2,52.0,0,2,0
16.9,31.6,54.2,0,20,1
25.7,31.1,54.5,0,17,0
17.6,30.3,57.9,0,7,1
27.0,31.7,52.0,0,1,0
17.8,27.6,68.4,0,19,1
21.7,30.3,51.3,0,15,1
17.0,34.1,37.9,1,13,0
30.2,30.6,82.4,0,18,0
31.9,25.3,51.7,0,19,0
23.1,30.1,68.1,1,3,0
25.3,27.7,69.0,0,5,0
13.4,33.1,64.5,0,11,1
22.6,33.3,53.0,0,9,0
24.6,25.4,57.9,0,8,0
46.0,35.0,42.3,0,2,0
16.1,27.6,74.9,0,0,1
36.7,38.2,46.5,0,13,0
33.0,31.8,52.5,0,7,0
27.2,27.0,56.0,0,22,0
39.1,27.4,53.9,0,17,0
28.0,33.4,48.4,1,20,0
28.1,30.4,68.9,0,11,0
24.6,31.6,64.5,0,11,0
34.8,38.5,58.2,0,9,0
33.8,29.2,51.0,0,3,0
20.0,32.2,65.6,0,19,1
14.4,37.7,50.4,1,4,0
23.4,33.1,70.7,0,7,0
18.6,25.6,56.1,0,18,1
24.5,34.0,67.3,0,21,0
34.9,27.3,53.9,0,5,0
21.3,37.6,55.7,0,15,1
24.7,28.7,67.3,0,22,0
25.5,43.9,76.9,0,8,0
31.8,37.9,70.6,0,10,0
7.0,28.8,63.8,0,2,1
20.1,32.1,60.9,0,13,1
26.7,35.0,49.9,0,4,0
34.6,35.1,58.0,0,20,0
21.1,33.8,45.9,0,20,1
10.0,37.0,58.8,0,5,1
30.0,31.5,59.4,0,0,0
19.9,30.5,35.4,0,12,1
15.5,30.6,55.4,0,8,1
20.0,35.4,59.1,0,2,1
23.5,33.5,54.2,0,5,0
20.2,33.2,58.6,0,19,1
7.4,35.2,41.6,0,22,1
32.2,23.8,47.2,0,7,0
35.2,33.2,65.3,0,3,0
30.2,32.9,55.0,0,5,0
15.9,38.7,58.4,0,11,1
23.4,25.9,49.5,0,11,0
24.9,38.2,55.2,0,6,0
29.8,32.3,32.0,0,15,0
30.3,34.0,63.5,0,6,0
19.1,38.7,73.1,0,23,1
25.7,34.2,44.3,1,2,0
28.7,33.6,45.6,0,12,0
36.6,33.0,59.4,1,19,0
30.6,30.1,69.7,1,8,0
31.3,31.9,55.0,1,10,0
25.7,29.1,42.7,1,6,0
36.3,31.8,52.9,0,22,0
28.3,22.7,44.7,0,14,0
18.1,33.7,48.3,0,0,1
36.2,31.5,52.0,0,1,0
30.6,30.7,45.7,0,0,0
21.5,32.9,47.2,1,14,0
21.2,26.3,55.7,0,3,1
27.4,39.7,57.2,0,3,0
28.7,31.6,40.8,0,13,0
26.6,31.4,59.0,0,4,0
27.5,28.1,51.2,0,20,0
38.6,32.1,62.2,0,0,0
33.6,37.5,62.8,1,14,0
26.5,36.1,49.6,0,6,0
32.5,35.4,61.1,0,15,0
16.7,34.2,46.6,0,21,1
28.2,30.6,68.2,1,23,0
39.5,26.2,47.0,0,13,0
23.3,31.2,58.5,0,14,0
18.2,31.1,53.1,1,14,0
19.8,36.2,44.8,0,19,1
16.3,33.2,64.0,0,0,1
18.7,38.4,48.9,0,18,1
22.0,36.8,38.0,0,6,0
13.8,30.2,26.2,1,17,0
25.1,24.8,46.2,0,14,0
32.2,37.5,68.8,1,12,0
17.7,37.4,67.6,0,18,1
37.2,26.5,47.8,0,17,0
29.1,38.0,51.3,0,3,0
33.2,33.5,50.4,0,17,0
19.7,32.6,41.7,0,3,1
31.8,38.5,45.5,0,15,0
16.3,37.4,64.8,0,13,1
32.1,34.6,60.0,1,13,0
26.4,33.9,57.7,0,6,0
29.4,34.5,41.6,0,12,0
15.6,30.4,56.0,0,23,1
17.8,31.8,32.0,0,13,1
29.8,28.4,63.4,0,9,0
17.4,30.7,57.6,0,12,1
28.7,30.5,41.5,1,5,0
14.1,29.5,71.2,1,10,0
31.8,32.5,37.0,0,5,0
15.1,30.7,60.3,1,10,0
29.4,34.0,60.6,0,18,0
30.0,25.5,42.6,1,16,0
19.4,31.5,54.6,0,2,1
29.7,32.5,38.6,0,0,0
27.1,30.8,26.5,1,15,0
20.7,31.3,44.3,0,11,1
16.9,25.7,48.8,0,13,1
9.3,33.4,61.4,0,17,1
27.8,34.6,55.7,0,2,0
12.5,34.0,55.9,0,23,1
25.8,36.2,44.9,0,7,0
22.9,32.8,49.7,1,17,0
30.4,33.9,45.7,0,15,0
22.6,32.6,42.8,1,14,0
22.4,34.8,49.1,0,21,0
30.9,25.7,55.7,0,1,0
27.7,28.4,49.3,0,15,0
27.5,38.3,51.8,1,22,0
28.8,22.2,61.9,0,9,0
12.7,31.4,50.0,0,10,1
31.1,36.7,41.7,0,18,0
29.9,31.6,60.6,1,23,0
16.9,30.4,57.7,0,18,1
23.0,32.5,58.3,0,9,0
24.7,30.6,61.3,1,21,0
23.9,32.1,59.6,0,16,0
27.7,29.3,55.3,1,23,0
36.5,36.4,78.9,1,22,0
33.7,37.7,42.2,0,0,0
14.5,31.5,49.1,0,6,1
30.0,26.5,64.7,0,15,0
35.6,29.9,56.4,1,10,0
28.1,31.3,62.6,0,20,0
33.7,34.0,56.7,1,17,0
41.1,28.0,68.7,0,0,0
33.2,28.9,44.9,0,1,0
27.0,34.0,68.4,0,21,0
33.4,35.8,66.7,0,1,0
26.2,29.5,42.9,0,5,0
25.2,26.7,61.3,0,23,0
22.2,45.0,54.6,0,7,0
37.5,35.1,48.9,0,21,0
18.5,30.9,36.1,0,20,1
37.3,35.5,44.9,0,19,0
29.0,31.5,62.1,0,13,0
13.8,35.5,63.1,0,21,1
27.9,32.6,52.9,1,20,0
8.2,32.4,63.2,0,19,1
30.0,31.5,64.5,1,21,0
32.1,26.2,56.5,0,7,0
20.3,39.8,47.8,1,16,0
26.0,28.2,59.4,0,4,0
40.6,26.6,59.9,0,2,0
21.0,31.1,61.7,0,23,1
16.5,28.2,63.7,0,23,1
36.9,31.8,41.4,0,17,0
40.7,34.8,49.9,0,9,0
25.0,36.0,36.0,0,3,0
33.1,35.3,62.5,0,9,0
35.7,30.8,52.9,0,17,0
19.1,32.2,59.3,0,12,1
21.1,33.6,40.2,0,21,1
34.8,25.0,69.0,0,16,0
38.5,34.3,43.1,0,13,0
29.5,26.2,62.7,0,18,0
18.0,40.2,56.2,0,17,1
40.9,30.4,53.1,0,22,0
20.8,31.3,52.3,0,7,1
22.3,28.9,48.6,0,17,0
27.7,29.5,68.0,1,15,0
37.4,41.1,55.1,1,10,0
31.8,35.8,42.3,0,16,0
28.3,25.8,51.2,0,17,0
28.7,38.0,56.3,0,18,0
25.3,36.8,64.0,0,17,0
29.5,30.9,49.0,0,13,0
5.0,33.2,49.6,0,16,1
22.6,31.9,55.2,0,7,0
26.9,39.9,63.7,1,14,0
15.8,28.8,41.3,1,16,0
28.1,32.6,60.1,1,20,0
23.4,30.3,50.4,0,10,0
39.0,26.3,51.8,1,5,0
37.6,40.8,75.0,0,22,0
21.3,27.3,53.0,0,18,1
23.8,32.9,62.5,1,15,0
24.4,25.0,62.2,1,11,0
21.4,30.4,43.2,0,14,1
26.6,33.7,36.5,0,10,0
18.9,28.7,63.2,0,6,1
16.0,34.3,44.2,0,23,1
30.0,30.9,38.4,1,9,0
30.0,36.6,65.3,0,18,0
18.6,37.4,44.8,0,4,1
32.2,29.7,47.3,0,16,0
19.9,32.3,74.7,0,23,1
27.0,32.7,38.4,1,18,0
31.6,34.5,42.4,0,3,0
24.7,32.1,50.4,0,0,0
28.6,32.8,52.6,1,13,0
20.9,31.0,46.1,0,16,1
23.4,32.5,43.4,1,13,0
23.4,37.2,70.1,1,5,0
19.0,34.6,57.6,0,21,1
23.6,34.8,60.9,0,4,0
12.6,34.9,53.6,0,2,1
21.1,31.4,57.9,0,21,1
22.7,33.3,64.3,0,23,0
23.0,27.7,45.0,0,14,0
23.1,37.1,57.6,0,6,0
24.5,20.9,62.0,0,10,0
28.8,31.7,70.4,0,9,0
32.0,36.6,74.5,0,13,0
19.8,26.5,55.7,0,2,1
15.4,33.6,66.4,0,13,1
16.7,29.3,28.3,0,16,1
21.1,30.5,70.5,1,3,0
22.2,35.8,47.7,0,5,0
18.8,32.8,52.6,1,19,0
14.6,23.9,59.4,0,4,1
21.4,28.1,53.5,0,9,1
26.5,35.9,57.0,1,6,0
29.8,33.8,70.9,0,14,0
20.5,39.0,51.2,0,20,1
21.7,38.7,44.1,0,20,1
17.6,30.6,73.1,0,17,1
24.7,42.0,60.3,0,0,0
18.2,32.1,74.2,0,3,1
29.6,28.1,63.6,0,10,0
10.7,29.5,41.8,1,9,0
22.1,23.0,61.5,1,12,0
27.4,38.4,45.2,0,23,0
26.5,38.4,55.1,1,18,0
46.5,27.9,54.2,0,21,0
27.8,31.1,38.8,0,9,0
17.0,32.4,46.9,1,17,0
24.2,28.2,77.1,0,8,0
10.8,25.0,57.4,0,8,1
24.4,31.2,53.2,0,19,0
18.3,30.7,73.1,0,11,1
32.3,30.4,51.0,0,23,0
20.6,32.9,54.1,1,13,0
24.1,37.7,64.9,0,1,0
19.9,30.8,51.0,0,9,1
38.9,32.7,47.5,0,17,0
22.4,34.9,32.5,1,5,0
39.7,34.2,45.6,0,1,0
31.5,29.5,45.5,0,16,0
28.9,32.4,56.6,1,17,0
27.9,34.2,48.9,0,17,0
28.2,27.5,76.6,0,20,0
9.6,37.1,44.4,0,13,1
22.8,37.7,69.0,0,21,0
31.8,29.1,57.2,0,10,0
24.6,32.8,63.1,0,18,0
13.8,34.6,62.5,0,15,1
24.6,29.8,32.8,1,7,0
38.6,33.9,54.9,0,17,0
35.0,32.7,52.4,0,2,0
24.5,26.1,43.7,1,3,0
32.6,33.8,59.6,0,20,0
22.1,27.6,72.2,0,4,0
11.4,35.8,28.3,0,21,1
17.6,29.3,49.7,0,3,1
37.5,31.4,42.5,0,6,0
22.8,37.5,55.7,0,23,0
23.1,34.0,51.7,1,19,0
22.6,27.7,48.9,0,5,0
40.2,27.9,61.9,0,23,0
38.0,29.6,71.4,0,16,0
42.8,33.6,81.6,1,13,0
23.7,33.4,47.6,0,4,0
27.4,28.6,36.8,1,14,0
12.9,27.3,60.6,0,22,1
36.8,33.1,71.1,0,9,0
15.7,31.3,63.1,0,1,1
26.7,40.6,71.1,0,11,0
16.2,32.1,52.7,0,10,1
20.3,39.3,48.9,0,6,1
18.3,27.3,56.2,1,6,0
20.1,25.7,51.7,0,18,1
20.7,27.5,61.6,0,6,1
20.6,36.8,64.7,1,13,0
31.7,39.0,65.5,0,11,0
16.2,28.9,60.1,0,9,1
26.8,30.2,57.5,0,4,0
34.7,27.3,62.9,0,22,0
20.9,24.8,35.4,0,6,1
19.3,34.9,57.1,0,5,1
23.2,32.9,55.5,1,19,0
34.4,32.0,57.1,0,23,0
26.6,26.4,54.1,1,1,0
20.8,38.6,59.3,0,12,1
28.9,30.0,49.3,0,15,0
16.2,34.1,66.3,1,7,0
30.5,26.2,59.7,0,12,0
28.3,31.2,56.5,1,13,0
22.5,33.2,48.0,0,4,0
18.3,33.3,63.2,1,22,0
17.9,32.6,57.1,0,2,1
29.3,34.0,47.4,0,13,0
34.8,27.5,54.4,0,22,0
19.9,32.8,61.3,1,22,0
28.7,32.5,60.5,0,12,0
8.3,32.9,59.9,1,16,0
20.3,32.3,55.9,0,8,1
24.8,26.9,65.3,0,6,0
17.7,26.7,67.4,0,17,1
17.5,23.1,62.4,0,20,1
19.7,35.3,49.1,0,10,1
27.3,35.3,44.4,0,15,0
23.5,35.4,49.6,1,17,0
7.1,33.2,74.5,0,6,1
8.0,23.5,57.8,0,3,1
20.1,27.9,76.3,0,18,1
28.7,32.7,53.8,1,21,0
5.0,32.5,52.4,0,23,1
21.0,31.1,54.3,0,23,1
20.8,33.5,54.1,0,23,1
36.1,32.0,47.3,1,20,0
21.9,32.5,43.5,1,10,0
28.1,29.4,60.0,1,12,0
26.1,35.9,65.5,1,5,0
8.0,30.3,79.4,0,12,1
31.1,26.7,50.7,0,1,0
26.7,28.9,51.5,0,21,0
29.1,30.6,47.3,0,13,0
56.4,36.0,66.3,0,12,0
8.3,31.8,63.1,0,4,1
38.8,31.3,46.2,0,2,0
22.7,27.0,46.0,0,23,0
27.3,35.1,64.5,0,3,0
24.6,29.4,58.8,0,13,0
21.6,31.6,62.6,1,17,0
20.4,37.9,46.2,0,10,1
27.6,34.0,36.2,1,18,0
12.9,25.5,46.3,0,1,1
31.0,24.9,61.9,0,1,0
21.7,31.7,76.1,0,2,1
16.0,27.1,50.7,0,22,1
21.4,34.6,77.8,1,15,0
35.1,32.2,63.3,0,0,0
20.7,32.7,41.1,1,9,0
27.9,29.2,57.1,0,5,0
19.2,39.0,63.6,0,16,1
31.1,43.4,30.7,0,18,0
30.5,30.9,61.4,0,11,0
39.8,33.4,66.7,0,19,0
23.6,32.4,59.0,0,15,0
30.3,31.0,54.4,1,23,0
25.8,28.7,53.3,0,1,0
35.4,27.7,52.7,0,14,0
19.2,27.5,43.2,1,22,0
31.0,33.6,48.1,0,18,0
23.4,29.9,50.8,0,0,0
24.5,21.7,56.1,0,5,0
25.7,33.8,49.4,1,17,0
27.0,31.8,46.3,0,18,0
24.1,37.4,62.6,0,21,0
26.7,33.5,58.7,1,2,0
37.6,26.1,49.6,1,4,0
32.9,23.1,60.1,0,2,0
32.0,29.1,50.5,1,6,0
21.4,29.5,55.6,0,6,1
17.9,35.8,64.8,0,0,1
32.6,32.0,49.0,0,21,0
32.0,36.5,43.3,0,12,0
36.8,26.7,53.5,0,12,0
20.2,35.9,41.4,0,14,1
23.2,34.9,52.2,0,18,0
11.9,23.9,52.2,1,6,0
21.9,37.3,30.4,0,16,1
33.0,32.4,60.3,0,9,0
21.3,33.6,53.2,0,18,1
30.1,28.5,66.8,0,17,0
23.5,37.1,57.2,1,7,0
27.6,27.3,62.4,0,7,0
15.8,35.3,66.9,0,8,1
25.7,35.3,53.7,1,12,0
5.0,28.1,55.0,0,12,1
23.5,39.9,39.3,0,1,0
12.0,32.9,67.4,0,6,1
34.6,34.6,53.5,0,6,0
31.2,25.9,44.9,0,19,0
28.7,40.5,62.4,0,21,0
37.2,27.1,33.2,0,0,0
17.4,36.1,50.7,1,13,0
39.0,28.0,64.1,0,5,0
32.5,29.5,50.6,0,12,0
23.1,35.2,47.8,0,0,0
34.1,36.1,50.8,0,20,0
16.1,26.9,34.9,0,19,1
18.4,36.4,62.2,1,21,0
20.1,36.2,53.8,0,20,1
20.8,28.2,52.3,0,20,1
16.5,38.4,52.3,0,2,1
34.8,26.2,55.1,0,14,0
22.9,29.5,61.5,1,17,0
27.8,33.9,54.5,1,22,0
20.4,28.6,41.4,0,9,1
10.4,33.1,60.8,1,14,0
27.2,33.0,60.0,0,7,0
9.7,31.3,57.1,0,4,1
24.5,35.3,65.8,1,8,0
14.1,31.1,55.3,0,0,1
40.9,32.9,66.1,0,18,0
32.3,36.6,69.1,0,7,0
25.8,35.2,60.8,0,4,0
35.1,35.1,47.5,0,17,0
18.2,27.4,53.7,1,8,0
29.3,34.1,67.4,0,0,0
26.6,28.5,40.0,0,18,0
27.1,26.9,51.1,0,13,0
35.2,31.7,51.6,0,13,0
30.9,28.4,46.3,1,3,0
27.3,35.2,63.7,1,6,0
11.8,35.3,58.8,1,19,0
17.3,24.4,47.9,0,10,1
24.0,28.7,61.1,1,1,0
25.7,26.2,53.4,0,17,0
16.0,30.1,46.1,0,9,1
44.3,33.8,47.9,1,0,0
37.1,31.0,59.4,0,22,0
29.8,29.6,64.4,0,13,0
25.6,37.2,50.1,1,9,0
23.3,22.8,60.4,1,17,0
17.4,36.9,70.8,0,6,1
25.6,29.8,42.4,1,23,0
27.1,31.7,58.6,1,18,0
15.1,29.9,63.3,1,3,0
27.7,38.2,54.0,0,13,0
23.8,27.1,67.4,0,8,0
9.7,32.0,77.0,1,3,0
18.1,34.1,58.4,0,5,1
21.7,25.6,52.7,0,23,1
40.1,28.3,64.8,0,1,0
29.5,31.4,63.4,0,0,0
14.3,28.5,29.8,1,22,0
